zip3_route,pickup_zip5,dropoff_zip5,pickup_airport_code,dropoff_airport_code,min_competitor_rate,competitor_carrier_name,min_warp_rate,pct_difference
923-600,92337,60010,LAX,ORD,264.56,XPO,300.24,13.49
923-601,92335,60191,LAX,ORD,259.42,XPO,274.24,5.71
923-704,92374,70403,LAX,MSY,297.74,XPO,385.0,29.31
923-750,92374,75074,LAX,DFW,288.63,XPO,372.0,28.89
923-752,92337,75244,LAX,DFW,266.21,XPO,339.0,27.34
923-761,92374,76119,LAX,DFW,244.8,XPO,359.0,46.65
923-770,92345,77055,LAX,IAH,238.85,XPO,352.0,47.37
923-774,92337,77493,LAX,IAH,251.44,XPO,362.0,43.97
923-782,92374,78219,LAX,SAT,314.15,XPO,339.0,7.91
923-799,92337,79928,LAX,ELP,246.67,FedEx Economy,410.4,66.38
923-802,92345,80239,LAX,DEN,303.9,XPO,313.0,2.99
923-840,92337,84043,LAX,SLC,248.69,Forward,250.0,0.53
923-841,92337,84119,LAX,SLC,245.17,Forward,227.0,-7.41
923-850,92337,85001,LAX,PHX,216.3,XPO,223.0,3.1
923-852,92337,85286,LAX,PHX,216.29,XPO,254.0,17.43
923-853,92335,85301,LAX,PHX,219.41,R&L Carriers,223.0,1.64
923-890,92337,89011,LAX,LAS,197.04,Forward,215.0,9.11
923-891,92335,89118,LAX,LAS,197.04,Forward,205.0,4.04
923-900,92345,90040,LAX,LAX,182.31,XPO,147.0,-19.37
923-902,92337,90220,LAX,LAX,181.88,XPO,125.0,-31.27
923-913,92337,91320,LAX,LAX,215.7,XPO,153.0,-29.07
923-917,92374,91730,LAX,LAX,109.15,GlovaLink,161.0,47.51
923-920,92374,92064,LAX,SAN,192.99,XPO,191.0,-1.03
923-921,92337,92154,LAX,SAN,216.3,R&L Carriers,209.0,-3.38
923-923,92337,92337,LAX,LAX,142.46,Forward,153.0,7.4
923-925,92337,92530,LAX,LAX,149.94,Forward,176.0,17.38
923-926,92337,92618,LAX,LAX,192.33,XPO,147.0,-23.57
923-928,92337,92879,LAX,LAX,206.39,XPO,155.0,-24.9
923-945,92311,94533,LAX,SMF,262.27,XPO,288.0,9.81
923-956,92337,95677,LAX,SMF,203.89,Forward,201.0,-1.42
923-958,92345,95828,LAX,SMF,233.61,XPO,228.0,-2.4
923-980,92337,98072,LAX,SEA,327.26,R&L Carriers,306.0,-6.5
923-981,92337,98103,LAX,SEA,314.58,R&L Carriers,296.0,-5.91
923-982,92337,98272,LAX,SEA,353.37,FedEx Economy,328.0,-7.18
923-983,92337,98338,LAX,SEA,397.62,R&L Carriers,286.0,-28.07
923-984,92374,98499,LAX,SEA,313.63,R&L Carriers,280.0,-10.72
923-986,92337,98682,LAX,PDX,267.04,XPO,266.0,-0.39
925-113,92507,11378,LAX,JFK,651.21,Forward,459.0,-29.52
925-331,92509,33177,LAX,MIA,306.83,XPO,373.2,21.63
925-850,92551,85043,LAX,PHX,216.64,XPO,231.0,6.63
925-853,92551,85353,LAX,PHX,216.64,XPO,228.0,5.25
925-891,92571,89120,LAX,LAS,199.33,Forward,223.0,11.88
925-900,92571,90040,LAX,LAX,186.66,XPO,139.0,-25.53
925-902,92551,90221,LAX,LAX,193.78,XPO,140.0,-27.75
925-917,92507,91730,LAX,LAX,186.5,Forward,156.0,-16.35
925-923,92551,92376,LAX,LAX,197.03,Oak Harbor Freight,175.0,-11.18
925-925,92551,92590,LAX,LAX,199.78,Oak Harbor Freight,205.0,2.61
925-945,92571,94561,LAX,SFO,246.66,XPO,245.0,-0.67
925-958,92551,95834,LAX,SMF,233.21,XPO,218.0,-6.52
926-076,92630,07624,LAX,EWR,392.17,Forward,456.0,16.28
926-331,92618,33182,LAX,MIA,403.71,XPO,352.2,-12.76
926-900,92618,90040,LAX,LAX,182.15,XPO,114.0,-37.41
926-902,92647,90221,LAX,LAX,187.72,XPO,107.0,-43.0
926-917,92618,91730,LAX,LAX,193.93,XPO,141.0,-27.29
926-926,92646,92648,LAX,LAX,188.83,Oak Harbor Freight,129.0,-31.68
927-331,92780,33166,LAX,MIA,375.92,XPO,339.2,-9.77
927-902,92704,90220,LAX,LAX,188.39,XPO,112.0,-40.55
928-070,92807,07047,LAX,EWR,381.44,Forward,432.0,13.25
928-331,92878,33142,LAX,MIA,434.92,XPO,350.2,-19.48
928-750,92801,75074,LAX,DFW,277.14,XPO,336.0,21.24
928-770,92870,77036,LAX,IAH,266.38,XPO,321.0,20.5
928-802,92806,80239,LAX,DEN,320.86,Forward,269.0,-16.16
928-840,92841,84088,LAX,SLC,270.59,Forward,217.0,-19.81
928-844,92835,84404,LAX,SLC,261.65,R&L Carriers,259.0,-1.01
928-850,92831,85017,LAX,PHX,216.64,XPO,207.0,-4.45
928-852,92835,85282,LAX,PHX,216.29,XPO,218.0,0.79
928-891,92806,89118,LAX,LAS,210.37,XPO,188.0,-10.63
928-900,92831,90058,LAX,LAX,181.88,XPO,99.0,-45.57
928-902,92841,90221,LAX,LAX,181.88,XPO,104.0,-42.82
928-917,92831,91731,LAX,LAX,178.33,XPO,107.0,-40.0
928-921,92841,92154,LAX,SAN,142.46,Forward,190.0,33.37
928-923,92880,92337,LAX,LAX,186.5,Forward,152.0,-18.5
928-945,92831,94580,LAX,SFO,222.58,XPO,193.0,-13.29
928-956,92831,95610,LAX,SMF,229.62,Forward,183.0,-20.3
928-958,92831,95834,LAX,SMF,211.02,XPO,183.0,-13.28
928-972,92805,97210,LAX,PDX,302.55,XPO,242.0,-20.01
928-980,92878,98032,LAX,SEA,314.58,R&L Carriers,259.0,-17.67
930-902,93012,90220,LAX,LAX,183.34,XPO,127.0,-30.73
930-917,93010,91730,LAX,LAX,179.31,Forward,154.0,-14.12
944-941,94403,94107,SFO,SFO,219.98,Forward,140.0,-36.36
945-770,94538,77055,SFO,IAH,310.66,XPO,357.0,14.92
945-900,94538,90040,SFO,LAX,209.51,XPO,169.0,-19.34
945-902,94577,90221,SFO,LAX,209.19,XPO,172.0,-17.78
945-917,94560,91730,SFO,LAX,214.41,Oak Harbor Freight,206.0,-3.92
945-940,94560,94005,SFO,SFO,219.03,Forward,140.0,-36.08
945-941,94577,94107,SFO,SFO,218.36,Forward,130.0,-40.46
945-945,94577,94538,SFO,SFO,204.75,XPO,120.0,-41.39
945-950,94577,95035,SFO,SFO,211.1,XPO,130.0,-38.42
945-951,94577,95131,SFO,SFO,191.67,XPO,130.0,-32.17
945-956,94577,95624,SFO,SMF,213.36,XPO,280.0,31.23
945-958,94538,95828,SFO,SMF,191.67,XPO,270.0,40.87
945-972,94577,97230,SFO,PDX,245.05,XPO,226.0,-7.77
945-980,94545,98032,SFO,SEA,250.94,Forward,229.0,-8.74
945-981,94545,98188,SFO,SEA,272.97,R&L Carriers,238.0,-12.81
945-982,94501,98273,SFO,SEA,313.93,FedEx Economy,361.0,14.99
950-750,95002,75001,SFO,DFW,340.97,Forward,384.0,12.62
970-980,97062,98001,PDX,SEA,149.99,Peninsula Trucklines Inc.,186.0,24.01
980-980,98032,98001,SEA,SEA,150.22,Peninsula Trucklines Inc.,112.0,-25.44
